@relation wind_data-weka.filters.unsupervised.attribute.Remove-R1

@attribute WIND {'Gentle Breeze','Light Breeze','Light Air','Moderate Breeze',Calm}
@attribute IND numeric
@attribute RAIN {Slight,Moderate,Heavy}
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric

@data
'Light Breeze',-0.333699,Slight,-0.310259,0.390331,-0.389995,-0.43679,-0.686374
'Light Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,0.648672,0.064891
'Light Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,-0.301107,-0.759669
'Light Breeze',-0.333699,Slight,-0.310259,0.368937,-0.389995,-1.002135,-1.400992
'Gentle Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,-1.002135,-0.24661
'Light Breeze',-0.333699,Slight,-0.310259,0.304757,-0.389995,0.806969,0.779508
'Light Breeze',-0.333699,Slight,-0.310259,-0.05893,-0.389995,0.241624,-0.154992
'Light Air',-0.333699,Moderate,-0.310259,-0.593764,-0.389995,-0.911679,-0.173315
'Light Breeze',-0.333699,Slight,-0.310259,-0.764911,-0.389995,0.083327,0.687891
'Light Air',3.045582,Slight,-0.310259,-0.037537,-0.389995,-1.002135,-0.777992
'Light Air',-0.333699,Slight,-0.310259,0.219184,-0.389995,-0.459404,-0.832963
'Light Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,0.21901,0.871126
'Light Air',-0.333699,Slight,-0.310259,-0.850484,-0.389995,-0.43679,-0.411521
'Light Breeze',-0.333699,Slight,-0.310259,-0.422617,-0.389995,-1.137817,-1.052845
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.936058,-0.389995,-0.459404,0.229802
'Light Breeze',-0.333699,Slight,-0.310259,-0.936058,-0.389995,-0.911679,-0.374874
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.936058,-0.389995,-0.233266,-0.283257
'Light Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,-0.120197,-0.136668
'Gentle Breeze',-0.333699,Slight,-0.310259,0.00525,-0.389995,0.354693,0.486332
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-0.323721,0.174832
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,-0.889066,-1.052845
'Light Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,-0.662928,-0.484816
'Light Breeze',-0.333699,Slight,-0.310259,0.304757,-0.389995,0.286851,0.064891
'Gentle Breeze',-0.333699,Slight,-0.310259,0.775411,-0.389995,0.580831,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,0.155004,-0.389995,0.264238,0.193155
'Light Air',-0.333699,Slight,-0.310259,-0.080323,-0.389995,-0.572473,-0.668051
'Light Breeze',3.045582,Slight,-0.310259,-0.37983,-0.389995,-1.002135,-0.594757
'Light Air',-0.333699,Slight,-0.310259,0.026643,-0.389995,-1.45441,-1.327698
'Light Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,-1.002135,-0.832963
'Light Air',3.045582,Slight,-0.310259,-0.208684,-0.389995,-0.956907,-0.86961
'Light Air',3.045582,Slight,-0.310259,-0.508191,-0.389995,-0.595086,-0.045051
'Light Breeze',-0.333699,Slight,-0.310259,0.26197,-0.389995,-1.047362,-1.23608
'Light Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,-0.210652,-0.283257
'Light Air',-0.333699,Slight,-0.310259,-0.037537,-0.389995,0.806969,1.439156
'Light Air',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.445148,-0.001707
'Light Air',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.6939,0.706214
'Light Air',-0.333699,Slight,-0.310259,1.224672,-0.389995,-0.323721,0.193155
'Light Air',-0.333699,Slight,-0.310259,1.267458,-0.389995,1.168789,1.145979
'Light Air',-0.333699,Slight,-0.310259,1.417212,-0.389995,0.015486,0.083214
'Light Air',-0.333699,Slight,-0.310259,0.775411,-0.389995,1.168789,1.695685
'Light Air',-0.333699,Slight,-0.310259,1.074918,-0.389995,0.173783,0.138185
'Light Air',-0.333699,Slight,-0.310259,0.689838,-0.389995,0.784355,1.145979
'Light Air',-0.333699,Slight,-0.310259,1.310245,-0.389995,0.716513,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,0.540084,-0.389995,0.920038,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,0.775411,-0.389995,0.309465,0.119861
'Gentle Breeze',-0.333699,Slight,-0.310259,0.689838,-0.389995,-0.052355,-0.154992
'Light Breeze',-0.333699,Slight,-0.310259,0.304757,-0.389995,0.603445,0.94442
'Light Air',-0.333699,Slight,-0.310259,0.625657,-0.389995,0.648672,0.779508
'Light Air',-0.333699,Slight,-0.310259,1.459999,-0.389995,-0.43679,-0.209962
'Light Air',-0.333699,Slight,-0.310259,1.631145,-0.389995,0.535603,0.63292
'Light Air',-0.333699,Slight,-0.310259,1.524179,-0.389995,0.806969,0.687891
'Light Air',-0.333699,Slight,-0.310259,1.374425,-0.389995,0.784355,0.871126
'Light Air',-0.333699,Slight,-0.310259,1.417212,-0.389995,0.806969,0.852802
'Light Breeze',-0.333699,Slight,-0.310259,1.930652,-0.389995,0.354693,0.413038
'Light Air',-0.333699,Slight,-0.310259,1.673932,-0.389995,0.920038,0.871126
'Light Air',-0.333699,Slight,-0.310259,1.588359,-0.389995,0.309465,0.871126
'Light Breeze',-0.333699,Slight,-0.310259,1.759506,-0.389995,0.784355,0.871126
'Light Breeze',-0.333699,Slight,-0.310259,1.288852,-0.389995,1.214017,1.054361
'Light Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,0.806969,0.669567
'Light Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.264238,0.394714
'Light Breeze',-0.333699,Slight,-0.310259,0.647051,-0.389995,0.445148,0.706214
'Light Breeze',-0.333699,Moderate,-0.310259,0.497297,-0.389995,1.033107,1.365861
'Gentle Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,0.671286,1.054361
'Light Breeze',-0.333699,Slight,-0.310259,0.946558,-0.389995,0.467762,0.486332
'Gentle Breeze',-0.333699,Slight,-0.310259,1.246065,-0.389995,1.394927,1.604067
'Light Breeze',-0.333699,Moderate,-0.310259,0.818198,-0.389995,1.078334,1.20095
'Light Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,0.920038,1.420832
'Light Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,0.920038,1.25592
'Light Breeze',-0.333699,Slight,-0.310259,1.609752,-0.389995,0.739127,0.94442
'Gentle Breeze',-0.333699,Slight,-0.310259,2.144586,-0.389995,1.53061,1.787303
'Light Air',-0.333699,Slight,-0.310259,0.903771,-0.389995,1.598451,1.365861
'Gentle Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,1.123562,1.549097
'Gentle Breeze',3.045582,Slight,-0.310259,0.647051,-0.389995,0.626058,1.036038
'Light Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,0.671286,0.559626
'Light Air',3.045582,Slight,-0.310259,0.732624,-0.389995,0.626058,0.504655
'Light Air',-0.333699,Slight,-0.310259,0.903771,-0.389995,0.6939,0.596273
'Light Air',-0.333699,Slight,-0.310259,0.989345,-0.389995,1.123562,1.365861
'Light Air',-0.333699,Slight,-0.310259,1.074918,-0.389995,0.354693,0.32142
'Light Air',-0.333699,Slight,-0.310259,1.267458,-0.389995,0.580831,0.229802
'Light Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,0.897424,0.871126
'Light Breeze',-0.333699,Slight,-0.310259,1.139098,-0.389995,1.259244,0.816155
'Light Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,0.87481,1.182626
'Light Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,0.0381,0.229802
'Gentle Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,1.372313,1.732332
'Gentle Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,0.490376,0.504655
'Light Breeze',-0.333699,Slight,-0.310259,0.647051,-0.389995,0.784355,1.347538
'Light Air',-0.333699,Slight,-0.310259,1.181885,-0.389995,0.445148,0.431361
'Light Air',-0.333699,Slight,-0.310259,0.989345,-0.389995,0.852196,0.596273
'Light Breeze',-0.333699,Slight,-0.310259,1.310245,-0.389995,1.281858,1.145979
'Light Air',-0.333699,Slight,-0.310259,1.952046,-0.389995,2.050727,1.695685
'Light Air',-0.333699,Slight,-0.310259,1.524179,-0.389995,1.801975,1.56742
'Light Breeze',3.045582,Slight,-0.310259,1.203278,-0.389995,1.146175,0.999391
'Light Breeze',-0.333699,Slight,-0.310259,1.246065,-0.389995,0.852196,0.742861
'Light Air',-0.333699,Slight,-0.310259,1.074918,-0.389995,0.264238,0.083214
'Light Air',-0.333699,Slight,-0.310259,1.246065,-0.389995,1.485382,1.842273
'Light Air',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.490376,0.266449
'Light Air',-0.333699,Slight,-0.310259,1.716719,-0.389995,0.671286,0.376391
'Light Air',-0.333699,Slight,-0.310259,1.459999,-0.389995,0.309465,0.229802
'Light Breeze',-0.333699,Slight,-0.310259,0.903771,-0.389995,0.716513,0.596273
'Light Air',-0.333699,Slight,-0.310259,0.989345,-0.389995,1.033107,0.687891
'Light Air',-0.333699,Slight,-0.310259,1.524179,-0.389995,0.060714,-0.026727
'Light Air',-0.333699,Slight,-0.310259,1.353032,1.329565,0.6939,-0.001707
'Light Air',-0.333699,Slight,-0.310259,1.631145,-0.389995,0.354693,0.413038
'Light Air',-0.333699,Slight,-0.310259,1.631145,-0.389995,0.580831,0.413038
'Light Air',-0.333699,Slight,-0.310259,1.417212,-0.389995,0.39992,0.229802
'Light Breeze',-0.333699,Slight,-0.310259,1.524179,-0.389995,1.394927,1.329214
'Light Breeze',-0.333699,Slight,-0.310259,1.139098,-0.389995,1.553224,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,1.738112,-0.389995,0.852196,0.614597
'Light Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.806969,0.376391
'Light Breeze',-0.333699,Slight,-0.310259,1.331638,-0.389995,1.05572,0.577949
'Light Air',-0.333699,Slight,-0.310259,1.395818,-0.389995,0.467762,0.431361
'Light Breeze',-0.333699,Slight,-0.310259,2.080406,-0.389995,0.671286,0.358067
'Light Breeze',-0.333699,Moderate,-0.310259,1.417212,-0.389995,0.806969,0.559626
'Gentle Breeze',-0.333699,Slight,-0.310259,1.374425,-0.389995,1.575838,2.098803
'Light Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,1.53061,1.87892
'Light Breeze',-0.333699,Slight,-0.310259,0.946558,-0.389995,0.535603,0.32142
'Light Air',-0.333699,Slight,-0.310259,0.647051,-0.389995,0.128555,0.046567
'Light Breeze',-0.333699,Slight,-0.310259,1.139098,-0.389995,0.761741,1.109332
'Light Breeze',-0.333699,Moderate,-0.310259,1.074918,-0.389995,0.0381,0.32142
'Light Breeze',-0.333699,Slight,-0.310259,1.374425,-0.389995,0.6939,0.962744
'Light Breeze',-0.333699,Slight,-0.310259,1.973439,-0.389995,1.598451,1.970538
'Light Breeze',-0.333699,Slight,-0.310259,1.909259,-0.389995,2.0055,1.87892
'Light Breeze',-0.333699,Slight,-0.310259,2.165979,-0.389995,1.485382,1.329214
'Light Air',-0.333699,Slight,-0.310259,1.417212,-0.389995,1.666293,1.732332
'Light Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,0.761741,1.292567
'Light Breeze',-0.333699,Slight,-0.310259,1.096311,-0.389995,1.779362,2.098803
'Light Breeze',-0.333699,Slight,-0.310259,0.625657,-0.389995,1.507996,1.622391
'Light Breeze',-0.333699,Slight,-0.310259,1.117705,-0.389995,0.806969,0.871126
'Light Breeze',-0.333699,Slight,-0.310259,0.647051,-0.389995,0.806969,0.88945
'Light Breeze',-0.333699,Slight,-0.310259,0.689838,-0.389995,1.485382,1.640714
'Light Breeze',-0.333699,Slight,-0.310259,1.096311,-0.389995,0.21901,0.266449
'Light Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,0.0381,-0.118345
'Light Air',-0.333699,Slight,-0.310259,0.775411,-0.389995,0.286851,0.156508
'Light Breeze',-0.333699,Slight,-0.310259,1.032131,-0.389995,0.806969,0.962744
'Light Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,0.354693,0.101538
'Light Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.897424,0.962744
'Light Breeze',-0.333699,Slight,-0.310259,1.738112,-0.389995,1.146175,0.687891
'Light Breeze',3.045582,Slight,-0.310259,1.246065,-0.389995,-0.007128,-0.429845
'Light Breeze',-0.333699,Slight,-0.310259,0.903771,-0.389995,-0.278493,-0.429845
'Light Breeze',-0.333699,Moderate,-0.310259,0.882378,-0.389995,1.756748,1.87892
'Gentle Breeze',-0.333699,Slight,-0.310259,1.417212,-0.389995,1.71152,1.915567
'Light Air',-0.333699,Slight,-0.310259,2.059013,-0.389995,1.756748,2.025509
'Light Air',-0.333699,Slight,-0.310259,1.096311,-0.389995,0.920038,-0.228286
'Light Air',-0.333699,Slight,-0.310259,1.096311,-0.389995,0.467762,0.156508
'Light Air',-0.333699,Slight,-0.310259,0.475904,-0.389995,0.987879,0.138185
'Gentle Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.987879,1.604067
'Gentle Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,1.259244,1.145979
'Light Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,0.241624,0.229802
'Light Air',-0.333699,Slight,-0.310259,0.582871,-0.389995,0.422534,0.046567
'Light Breeze',-0.333699,Slight,-0.310259,1.160491,-0.389995,0.241624,-0.319904
'Gentle Breeze',-0.333699,Moderate,-0.310259,0.411724,-0.389995,1.372313,1.420832
'Gentle Breeze',-0.333699,Moderate,-0.310259,0.26197,-0.389995,1.168789,1.475803
'Gentle Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,1.05572,1.402509
'Light Breeze',-0.333699,Slight,-0.310259,1.096311,-0.389995,1.05572,1.219273
'Gentle Breeze',-0.333699,Slight,-0.310259,0.903771,-0.389995,0.920038,1.420832
'Light Breeze',-0.333699,Slight,-0.310259,0.647051,-0.389995,0.920038,1.127656
'Light Breeze',-0.333699,Slight,-0.310259,0.754018,-0.389995,0.784355,0.779508
'Light Breeze',-0.333699,Slight,-0.310259,0.754018,-0.389995,0.603445,0.284773
'Gentle Breeze',-0.333699,Slight,-0.310259,0.518691,-0.389995,1.146175,1.347538
'Gentle Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,0.806969,0.779508
'Gentle Breeze',-0.333699,Slight,-0.310259,0.711231,-0.389995,1.372313,1.51245
'Gentle Breeze',-0.333699,Slight,-0.310259,1.010738,-0.389995,1.666293,1.805626
'Light Breeze',-0.333699,Slight,-0.310259,1.417212,-0.389995,1.937658,2.153773
'Light Air',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.6939,0.138185
'Light Air',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.327086,0.962744
'Light Air',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.6939,0.00992
'Light Air',-0.333699,Slight,-0.310259,0.454511,-0.389995,-0.165424,-0.30158
'Light Air',-0.333699,Slight,-0.310259,0.304757,-0.389995,-0.391562,-0.668051
'Light Breeze',-0.333699,Slight,-0.310259,0.818198,-0.389995,0.422534,0.486332
'Gentle Breeze',-0.333699,Slight,-0.310259,0.860984,-0.389995,1.123562,0.981067
'Gentle Breeze',-0.333699,Slight,-0.310259,1.288852,-0.389995,1.507996,1.036038
'Moderate Breeze',-0.333699,Slight,-0.310259,0.561477,-0.389995,1.146175,0.981067
'Gentle Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,1.010493,0.926097
'Light Breeze',-0.333699,Slight,-0.310259,0.240577,-0.389995,0.354693,0.266449
'Gentle Breeze',-0.333699,Slight,-0.310259,0.048037,-0.389995,0.21901,-0.026727
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,-0.007128,-0.136668
'Light Breeze',-0.333699,Slight,-0.310259,0.048037,-0.389995,0.580831,0.669567
'Gentle Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.920038,0.63292
'Gentle Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,1.123562,1.659038
'Light Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,1.53061,0.63292
'Light Air',-0.333699,Slight,-0.310259,0.390331,-0.389995,0.286851,-0.228286
'Light Air',-0.333699,Slight,-0.310259,0.26197,-0.389995,0.761741,0.156508
'Light Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,-0.549859,-0.759669
'Light Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,1.259244,1.054361
'Light Air',-0.333699,Slight,-0.310259,-0.165897,-0.389995,0.264238,-0.393198
'Light Air',-0.333699,Slight,-0.310259,0.475904,-0.389995,0.558217,0.449685
'Light Air',-0.333699,Slight,-0.310259,0.411724,-0.389995,0.806969,0.834479
'Light Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,1.123562,0.101538
'Light Breeze',-0.333699,Slight,-0.310259,0.368937,-0.389995,0.603445,0.413038
'Light Breeze',-0.333699,Slight,-0.310259,0.711231,-0.389995,0.920038,1.054361
'Light Air',-0.333699,Slight,-0.310259,0.026643,-0.389995,1.033107,0.559626
'Light Breeze',-0.333699,Moderate,-0.310259,0.112217,-0.389995,0.467762,0.413038
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.214171,-0.389995,0.105941,0.541302
'Light Breeze',-0.333699,Slight,-0.310259,-1.278352,-0.389995,-1.160431,-1.052845
'Light Breeze',-0.333699,Slight,-0.310259,-0.743518,0.469785,-1.703162,-2.317169
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-1.2735,-0.001707
'Gentle Breeze',3.045582,Slight,-0.310259,-0.850484,-0.389995,0.286851,0.413038
'Gentle Breeze',3.045582,Slight,-0.310259,-0.722124,-0.389995,0.241624,0.669567
'Light Breeze',-0.333699,Slight,-0.310259,-1.107205,-0.389995,0.309465,0.504655
'Light Breeze',-0.333699,Slight,-0.310259,-0.550977,0.469785,-1.771003,-1.565904
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.422617,-0.389995,-0.007128,0.486332
'Light Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,-0.911679,-0.86961
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,0.580831,1.219273
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.786304,-0.389995,0.671286,0.779508
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.764911,-0.389995,0.39992,0.32142
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.021631,-0.389995,-0.188038,-0.045051
'Light Air',-0.333699,Slight,-0.310259,-1.214171,-0.389995,-0.708155,-1.162786
'Light Air',-0.333699,Slight,-0.310259,-1.128598,0.469785,-2.019755,-2.023992
'Light Air',-0.333699,Slight,-0.310259,-1.256958,-0.389995,-0.911679,-0.118345
'Light Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-0.911679,-0.576433
'Gentle Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.196396,0.211479
'Light Breeze',-0.333699,Slight,-0.310259,0.240577,-0.389995,0.806969,1.145979
'Light Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,0.87481,1.017714
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,0.671286,0.376391
'Gentle Breeze',-0.333699,Slight,-0.310259,0.19779,-0.389995,-0.097583,-0.081698
'Gentle Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,-0.097583,-0.001707
'Light Air',-0.333699,Slight,-0.310259,-0.593764,-0.389995,0.264238,0.88945
'Light Breeze',-0.333699,Moderate,-0.310259,-0.401224,-0.389995,0.105941,0.156508
'Light Breeze',-0.333699,Slight,-0.310259,-0.358437,-0.389995,0.6939,1.145979
'Light Breeze',-0.333699,Slight,-0.310259,-0.700731,-0.389995,0.784355,1.127656
'Light Breeze',-0.333699,Slight,-0.310259,-0.850484,-0.389995,-0.052355,0.266449
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.294257,-0.389995,-0.142811,0.303096
'Light Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,0.626058,1.237597
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.080323,-0.389995,0.987879,0.871126
'Light Air',-0.333699,Slight,-0.310259,-0.508191,-0.389995,0.241624,0.229802
'Light Breeze',-0.333699,Slight,-0.310259,-0.294257,-0.389995,-0.323721,-0.723021
'Light Breeze',-0.333699,Slight,-0.310259,-0.893271,-0.389995,0.354693,0.687891
'Light Breeze',-0.333699,Slight,-0.310259,-1.192778,-0.389995,0.083327,0.413038
'Light Breeze',-0.333699,Slight,-0.310259,-1.192778,-0.389995,-0.007128,-0.136668
'Light Breeze',-0.333699,Slight,-0.310259,-1.406712,-0.389995,-0.074969,-0.063374
'Light Breeze',-0.333699,Slight,-0.310259,-1.599252,-0.389995,-0.278493,0.303096
'Light Air',-0.333699,Slight,-0.310259,-1.492285,-0.389995,-1.318728,-1.217757
'Light Breeze',-0.333699,Slight,-0.310259,-0.550977,-0.389995,-1.296114,-0.979551
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.807698,-0.389995,-0.052355,-0.001707
'Light Air',-0.333699,Slight,-0.310259,-1.149991,0.469785,-2.019755,-1.932375
'Light Breeze',-0.333699,Slight,-0.310259,-1.791792,0.469785,-1.680548,-0.906257
'Light Air',-0.333699,Moderate,-0.310259,-1.535072,0.469785,-1.725776,-1.565904
'Moderate Breeze',-0.333699,Moderate,-0.310259,-1.406712,0.469785,-1.680548,-0.503139
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.492285,-0.389995,-0.323721,0.284773
'Light Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-1.228272,-0.723021
'Light Breeze',-0.333699,Slight,-0.310259,-0.550977,-0.389995,-1.137817,-0.209962
'Light Breeze',-0.333699,Slight,-0.310259,-0.208684,0.469785,-1.861459,-1.675845
'Light Breeze',-0.333699,Slight,-0.310259,-0.722124,-0.389995,-0.43679,-0.411521
'Light Breeze',-0.333699,Moderate,-0.310259,-1.470892,-0.389995,-0.662928,-0.777992
'Light Breeze',-0.333699,Slight,-0.310259,-1.470892,-0.389995,-0.730769,-0.356551
'Light Breeze',3.045582,Slight,-0.310259,-2.262446,0.469785,-1.590093,-1.510933
'Light Breeze',-0.333699,Slight,-0.310259,-2.112693,0.469785,-1.680548,-1.785786
'Light Breeze',-0.333699,Slight,-0.310259,-2.326626,0.469785,-1.680548,-1.327698
'Light Breeze',-0.333699,Slight,-0.310259,-1.962939,0.469785,-1.906686,-1.877404
'Light Breeze',-0.333699,Slight,-0.310259,-1.813186,0.469785,-1.703162,-1.675845
'Light Breeze',-0.333699,Slight,-0.310259,-1.599252,0.469785,-1.680548,-1.126139
'Light Breeze',-0.333699,Slight,-0.310259,-1.449498,0.469785,-1.657935,-1.694169
'Light Breeze',-0.333699,Slight,-0.310259,-1.043025,-0.389995,-0.459404,-0.045051
'Light Breeze',-0.333699,Slight,-0.310259,-1.171385,-0.389995,-0.549859,-0.777992
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.064418,-0.389995,-0.43679,-0.594757
'Light Breeze',-0.333699,Slight,-0.310259,-1.984332,0.469785,-1.590093,-1.309375
'Light Breeze',-0.333699,Slight,-0.310259,-1.877366,0.469785,-2.811238,-2.482081
'Gentle Breeze',-0.333699,Moderate,-0.310259,-1.449498,-0.389995,-1.45441,-0.319904
'Light Breeze',3.045582,Slight,-0.310259,-1.406712,-0.389995,-0.549859,-0.045051
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.043025,-0.389995,-1.45441,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.278352,-0.389995,-0.323721,0.229802
'Light Air',-0.333699,Slight,-0.310259,-1.192778,0.469785,-1.567479,-1.089492
'Light Breeze',-0.333699,Slight,-0.310259,-1.064418,-0.389995,-0.889066,-0.001707
'Light Air',-0.333699,Slight,-0.310259,-1.149991,-0.389995,0.196396,0.193155
'Light Breeze',-0.333699,Slight,-0.310259,-1.577859,-0.389995,-0.233266,-0.283257
'Light Air',-0.333699,Slight,-0.310259,-1.363925,0.469785,-1.635321,-1.602551
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.706219,0.469785,-1.635321,-1.144463
'Gentle Breeze',-0.333699,Moderate,-0.310259,-1.235565,0.469785,-2.019755,-1.877404
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.256958,-0.389995,-1.183045,-0.979551
'Light Breeze',-0.333699,Slight,-0.310259,-1.214171,-0.389995,-1.002135,-0.961227
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.101717,0.469785,-1.567479,-1.400992
'Light Breeze',-0.333699,Slight,-0.310259,0.00525,-0.389995,0.241624,0.926097
'Light Air',-0.333699,Slight,-0.310259,-0.764911,-0.389995,0.580831,0.651244
'Light Air',-0.333699,Slight,-0.310259,-0.31565,-0.389995,0.060714,-0.374874
'Light Breeze',-0.333699,Slight,-0.310259,0.112217,-0.389995,0.377307,0.504655
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.337044,-0.389995,0.512989,-0.649727
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,0.716513,0.413038
'Gentle Breeze',3.045582,Slight,-0.310259,-0.636551,-0.389995,0.128555,-0.100021
'Light Breeze',-0.333699,Slight,-0.310259,-1.278352,-0.389995,-0.210652,-0.356551
'Light Breeze',-0.333699,Slight,-0.310259,-0.893271,-0.389995,-0.527245,-0.283257
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.829091,-0.389995,-0.233266,0.138185
'Gentle Breeze',3.045582,Slight,-0.310259,-1.406712,-0.389995,-1.002135,-0.777992
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.620645,-0.389995,-1.137817,-1.052845
'Gentle Breeze',-0.333699,Slight,-0.310259,-2.54056,0.469785,-1.680548,-1.510933
'Light Breeze',-0.333699,Slight,-0.310259,-2.241053,0.469785,-1.680548,-1.822434
'Light Breeze',-0.333699,Slight,-0.310259,-1.085811,0.469785,-1.567479,-1.144463
'Light Breeze',-0.333699,Slight,-0.310259,-0.957451,-0.389995,-1.318728,-1.199433
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-0.956907,-0.61308
'Gentle Breeze',-0.333699,Slight,-0.310259,-2.86146,0.469785,-1.567479,-1.052845
'Gentle Breeze',-0.333699,Slight,-0.310259,-2.326626,0.469785,-2.5851,-2.060639
'Light Breeze',-0.333699,Slight,-0.310259,-2.176873,0.469785,-2.358962,-2.023992
'Light Breeze',-0.333699,Slight,-0.310259,-0.957451,0.469785,-2.245893,-1.126139
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.936058,-0.389995,-0.911679,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.556465,-0.389995,-1.250886,-1.034522
'Light Breeze',-0.333699,Slight,-0.310259,-2.176873,0.469785,-1.793617,-1.877404
'Light Breeze',-0.333699,Slight,-0.310259,-2.262446,0.469785,-2.426803,-1.675845
'Light Breeze',-0.333699,Slight,-0.310259,-2.219659,0.469785,-3.127831,-2.866875
'Light Air',-0.333699,Slight,-0.310259,-2.47638,0.469785,-2.811238,-1.80411
'Light Air',-0.333699,Slight,-0.310259,-2.326626,0.469785,-3.489652,-2.921846
'Light Breeze',-0.333699,Slight,-0.310259,-2.219659,0.469785,-3.037376,-2.555375
